App Employment ID,Position ID,Position Title,Position Direct Care,Is Primary,Start Date,End Date,Hours Per Week,Months Per Year,Net Yearly Income,Hourly Wage,Date Wage Increase,Verify Date,Last Update Date,Create Date,Verify Status Name,Is Verified,Infants  0-12 Months,Toddlers  13-36 Months,Preschoolers 37 Months-Pre-K,Elementary K-5th Grade,Middle 6th-8th Grade,Secondary (High School),Adults,Program Type Name,County
21303,34,Early Childhood Assistant Teacher,TRUE,TRUE,12/11/2012,,40,9,20358,13.05,3/1/2017,6/5/2013,6/15/2018,5/17/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21304,35,Pre-K through Grade 3 Teacher,TRUE,TRUE,12/11/2012,,35,9,21498.75,15.75,,1/31/2014,11/19/2016,5/20/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21326,41,Program Administrator,TRUE,FALSE,8/15/1989,,9,10,7836.75,20.25,10/1/2017,5/9/2017,6/26/2018,5/23/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21330,33,Early Childhood Teacher,TRUE,FALSE,5/1/2010,,40,12,0,0,,7/23/2015,6/11/2018,5/23/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21336,51,Center/Preschool Director,TRUE,TRUE,1/1/2013,,30,12,0,0,,6/24/2013,6/4/2018,5/28/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21340,33,Early Childhood Teacher,TRUE,TRUE,6/10/2011,,32,12,15392,9.25,,5/28/2013,2/23/2015,5/28/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21340,33,Early Childhood Teacher,TRUE,TRUE,6/10/2011,,32,12,15392,9.25,,5/28/2013,2/23/2015,5/28/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21347,34,Early Childhood Assistant Teacher,TRUE,TRUE,1/4/2013,,40,12,17680,8.5,,2/6/2014,2/6/2014,5/30/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21364,41,Program Administrator,TRUE,TRUE,8/1/2012,,40,10,43000,25,8/1/2015,6/13/2013,5/19/2017,6/9/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21379,33,Early Childhood Teacher,TRUE,TRUE,6/6/2013,,40,12,17680,8.5,,6/24/2013,11/30/2017,6/18/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21390,33,Early Childhood Teacher,TRUE,TRUE,1/14/2008,,40,12,27040,13,4/5/2018,7/23/2013,4/17/2018,6/20/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21400,51,Center/Preschool Director,TRUE,TRUE,2/1/2010,,40,12,35360,17,2/1/2010,7/18/2013,6/2/2015,6/23/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21400,51,Center/Preschool Director,TRUE,TRUE,2/1/2010,,40,12,35360,17,2/1/2010,7/18/2013,6/2/2015,6/23/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21405,51,Center/Preschool Director,TRUE,TRUE,2/1/2000,,40,12,0,0,,8/15/2013,8/15/2013,6/24/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21409,33,Early Childhood Teacher,TRUE,FALSE,5/5/2008,,40,12,17680,8.5,6/15/2012,9/10/2015,8/29/2017,6/28/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21411,33,Early Childhood Teacher,TRUE,TRUE,5/13/2013,,46,12,35282,14.75,2/3/2017,7/16/2013,8/29/2017,6/28/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21416,31,Registered Family Child Care Home,TRUE,TRUE,7/23/2012,,40,11,22560,12,6/15/2014,7/16/2013,8/4/2014,7/1/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21418,41,Program Administrator,TRUE,FALSE,4/1/2013,,40,12,41828.8,20.11,7/1/2016,7/25/2013,8/15/2016,7/9/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21418,41,Program Administrator,TRUE,FALSE,4/1/2013,,40,12,41828.8,20.11,7/1/2016,7/25/2013,8/15/2016,7/9/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21427,33,Early Childhood Teacher,TRUE,TRUE,8/17/2004,,40,12,23920,11.5,,11/15/2013,11/15/2013,7/11/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21431,33,Early Childhood Teacher,TRUE,TRUE,8/23/2012,,32,9,12480,10,,8/27/2013,5/23/2018,7/11/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Jefferson
21431,33,Early Childhood Teacher,TRUE,TRUE,8/23/2012,,32,9,12480,10,,8/27/2013,5/23/2018,7/11/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Jefferson
21460,33,Early Childhood Teacher,TRUE,TRUE,10/25/2010,,40,12,28017.6,13.47,4/13/2013,9/17/2013,2/10/2015,7/24/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
21464,33,Early Childhood Teacher,TRUE,TRUE,6/4/2007,,40,12,17264,8.3,1/1/2018,7/25/2013,2/21/2018,7/25/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21464,33,Early Childhood Teacher,TRUE,TRUE,6/4/2007,,40,12,17264,8.3,1/1/2018,7/25/2013,2/21/2018,7/25/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21466,33,Early Childhood Teacher,TRUE,TRUE,8/28/2007,,32,12,14144,8.5,,7/25/2013,2/23/2015,7/25/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21466,33,Early Childhood Teacher,TRUE,TRUE,8/28/2007,,32,12,14144,8.5,,7/25/2013,2/23/2015,7/25/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21472,34,Early Childhood Assistant Teacher,TRUE,FALSE,9/1/2012,,5,9,1950,10,8/1/2016,9/19/2016,9/13/2017,7/27/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Jefferson
21472,34,Early Childhood Assistant Teacher,TRUE,FALSE,9/1/2012,,5,9,1950,10,8/1/2016,9/19/2016,9/13/2017,7/27/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Jefferson
21483,33,Early Childhood Teacher,TRUE,TRUE,8/27/2012,,40,12,19448,9.35,3/11/2013,6/23/2014,11/9/2016,7/30/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21483,33,Early Childhood Teacher,TRUE,TRUE,8/27/2012,,40,12,19448,9.35,3/11/2013,6/23/2014,11/9/2016,7/30/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
21492,34,Early Childhood Assistant Teacher,TRUE,TRUE,10/15/2011,,40,9,14398.8,9.23,12/12/2012,8/6/2013,1/6/2014,8/1/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21513,51,Center/Preschool Director,TRUE,TRUE,5/1/2006,,40,12,17680,8.5,,9/17/2013,9/17/2013,8/7/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Fergus
21519,51,Center/Preschool Director,TRUE,TRUE,1/1/2009,,40,12,0,0,,9/11/2014,9/11/2014,8/8/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21520,33,Early Childhood Teacher,TRUE,TRUE,9/20/2012,,40,12,19760,9.5,9/1/2014,8/15/2013,9/7/2017,8/8/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21521,41,Program Administrator,TRUE,TRUE,9/1/2012,,40,12,34840,16.75,7/1/2017,8/27/2013,6/27/2018,8/9/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Ravalli
21526,51,Center/Preschool Director,TRUE,TRUE,3/17/2011,,60,12,0,0,,9/6/2013,6/16/2016,8/12/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Fergus
21526,51,Center/Preschool Director,TRUE,TRUE,3/17/2011,,60,12,0,0,,9/6/2013,6/16/2016,8/12/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Fergus
21532,33,Early Childhood Teacher,TRUE,TRUE,2/9/2009,,40,12,42640,20.5,,9/6/2013,6/15/2018,8/14/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
21558,51,Center/Preschool Director,TRUE,TRUE,7/1/2013,,40,12,21424,10.3,7/1/2017,9/30/2013,8/17/2017,8/22/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21585,31,Registered Family Child Care Home,TRUE,TRUE,8/19/2013,,40,12,0,0,,9/6/2013,11/13/2015,9/6/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21598,33,Early Childhood Teacher,TRUE,TRUE,8/26/2013,,40,12,23400,11.25,1/1/2017,9/12/2013,8/17/2017,9/12/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21598,33,Early Childhood Teacher,TRUE,TRUE,8/26/2013,,40,12,23400,11.25,1/1/2017,9/12/2013,8/17/2017,9/12/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21605,33,Early Childhood Teacher,TRUE,TRUE,8/1/2011,,35,12,0,0,,9/19/2013,6/1/2018,9/17/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21607,34,Early Childhood Assistant Teacher,TRUE,TRUE,11/1/2012,,40,12,20716.8,9.96,,8/6/2014,3/27/2015,9/17/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Ravalli
21612,33,Early Childhood Teacher,TRUE,TRUE,11/1/2012,,40,12,30409.6,14.62,7/1/2016,4/15/2014,3/28/2017,9/18/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Ravalli
21613,33,Early Childhood Teacher,TRUE,TRUE,6/29/2010,,40,12,30617.6,14.72,7/1/2016,4/20/2017,12/4/2017,9/18/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Ravalli
21623,33,Early Childhood Teacher,TRUE,TRUE,6/11/2012,,40,12,26000,12.5,,10/13/2014,10/13/2014,9/25/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21630,33,Early Childhood Teacher,TRUE,TRUE,8/31/2013,,30,9,18532.8,15.84,8/1/2014,10/8/2013,6/27/2017,10/1/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21642,34,Early Childhood Assistant Teacher,TRUE,TRUE,9/4/2013,,40,9,16676.4,10.69,5/20/2017,12/30/2013,1/5/2018,10/4/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21642,34,Early Childhood Assistant Teacher,TRUE,TRUE,9/4/2013,,40,9,16676.4,10.69,5/20/2017,12/30/2013,1/5/2018,10/4/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21658,33,Early Childhood Teacher,TRUE,TRUE,7/1/2013,,40,12,32240,15.5,7/1/2017,11/25/2013,7/6/2017,10/8/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21661,33,Early Childhood Teacher,TRUE,TRUE,4/16/2013,,40,12,23920,11.5,1/16/2018,5/7/2018,5/7/2018,10/8/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21663,34,Early Childhood Assistant Teacher,TRUE,TRUE,7/1/2013,,40,12,21840,10.5,,11/25/2013,6/24/2015,10/8/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21665,34,Early Childhood Assistant Teacher,TRUE,TRUE,7/1/2013,,40,12,18720,9,,11/25/2013,6/24/2015,10/8/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21695,51,Center/Preschool Director,TRUE,FALSE,8/1/2012,,20,12,0,0,,11/17/2015,6/22/2018,10/21/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21701,34,Early Childhood Assistant Teacher,TRUE,TRUE,5/30/2013,,40,12,18720,9,,10/8/2014,9/8/2015,10/22/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21705,51,Center/Preschool Director,TRUE,TRUE,8/1/2013,,60,12,50700,16.25,8/1/2013,11/25/2013,9/1/2015,10/23/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21710,33,Early Childhood Teacher,TRUE,FALSE,8/5/2013,,40,12,20800,10,,11/25/2013,6/24/2015,10/24/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21711,33,Early Childhood Teacher,TRUE,TRUE,3/17/2003,,45,12,31590,13.5,3/17/2008,10/24/2013,,10/24/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21740,51,Center/Preschool Director,TRUE,TRUE,10/15/2012,,40,12,0,0,,7/6/2015,7/6/2015,10/29/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21748,32,Registered Group Child Care Home,TRUE,FALSE,6/1/2013,,40,12,0,0,,11/25/2013,11/14/2016,11/1/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21749,32,Registered Group Child Care Home,TRUE,TRUE,5/15/2012,,40,12,0,0,,8/8/2016,6/1/2017,11/1/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21753,41,Program Administrator,TRUE,TRUE,8/5/2013,,25,11,18999.75,16.17,8/5/2016,7/25/2014,2/14/2017,11/4/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21762,33,Early Childhood Teacher,TRUE,TRUE,2/1/2010,,40,12,24960,12,1/1/2016,9/29/2015,8/9/2016,11/7/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21762,33,Early Childhood Teacher,TRUE,TRUE,2/1/2010,,40,12,24960,12,1/1/2016,9/29/2015,8/9/2016,11/7/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21796,33,Early Childhood Teacher,TRUE,TRUE,9/18/2013,,40,9,25318.8,16.23,3/1/2017,6/1/2018,6/1/2018,11/14/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21798,33,Early Childhood Teacher,TRUE,TRUE,8/27/2013,,35,10,20678.7,13.74,8/27/2013,11/19/2013,11/19/2013,11/15/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21803,33,Early Childhood Teacher,TRUE,TRUE,9/6/2011,,40,12,19552,9.4,1/1/2018,2/8/2018,2/8/2018,11/17/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21803,33,Early Childhood Teacher,TRUE,TRUE,9/6/2011,,40,12,19552,9.4,1/1/2018,2/8/2018,2/8/2018,11/17/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21804,33,Early Childhood Teacher,TRUE,TRUE,8/6/2012,,40,12,21528,10.35,1/1/2017,9/26/2017,9/26/2017,11/17/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21804,33,Early Childhood Teacher,TRUE,TRUE,8/6/2012,,40,12,21528,10.35,1/1/2017,9/26/2017,9/26/2017,11/17/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21817,34,Early Childhood Assistant Teacher,TRUE,TRUE,5/24/2013,,35,12,15743,8.65,1/1/2017,11/12/2014,9/11/2017,11/22/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21817,34,Early Childhood Assistant Teacher,TRUE,TRUE,5/24/2013,,35,12,15743,8.65,1/1/2017,11/12/2014,9/11/2017,11/22/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21820,51,Center/Preschool Director,TRUE,FALSE,8/1/2012,,40,12,0,0,,10/2/2015,12/28/2017,11/23/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Beaverhead
21823,33,Early Childhood Teacher,TRUE,TRUE,10/21/2013,,40,12,20800,10,,11/25/2013,6/24/2015,11/25/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
21824,33,Early Childhood Teacher,TRUE,FALSE,9/15/2011,,40,9,18330,11.75,9/3/2013,1/22/2014,5/9/2018,11/26/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21848,34,Early Childhood Assistant Teacher,TRUE,TRUE,5/31/2013,,40,12,17680,8.5,,2/24/2014,2/24/2014,12/2/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21850,41,Program Administrator,TRUE,TRUE,8/1/2009,,40,10,43000,25,1/1/2016,10/27/2016,10/28/2016,12/3/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21853,41,Program Administrator,TRUE,TRUE,8/1/2012,,50,12,0,0,,12/11/2013,3/20/2015,12/6/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21853,41,Program Administrator,TRUE,TRUE,8/1/2012,,50,12,0,0,,12/11/2013,3/20/2015,12/6/2013,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21865,33,Early Childhood Teacher,TRUE,TRUE,2/20/2013,,40,12,0,0,,1/27/2014,12/14/2016,12/12/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
21871,41,Program Administrator,TRUE,TRUE,9/23/2013,,40,12,32822.4,15.78,7/1/2016,12/19/2013,8/15/2016,12/16/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21871,41,Program Administrator,TRUE,TRUE,9/23/2013,,40,12,32822.4,15.78,7/1/2016,12/19/2013,8/15/2016,12/16/2013,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21875,34,Early Childhood Assistant Teacher,TRUE,FALSE,9/1/2003,,40,9,15428.4,9.89,,5/29/2014,3/8/2018,12/18/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21879,33,Early Childhood Teacher,TRUE,TRUE,9/27/2013,,27,12,16146,11.5,,12/30/2013,2/19/2015,12/23/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
21884,33,Early Childhood Teacher,TRUE,TRUE,9/2/2013,,35,9,21840,16,7/15/2016,6/11/2014,9/2/2016,12/31/2013,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21898,34,Early Childhood Assistant Teacher,TRUE,FALSE,11/1/2013,,20,12,9360,9,,1/7/2014,3/8/2018,1/2/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Fergus
21900,33,Early Childhood Teacher,TRUE,FALSE,10/14/2013,,40,12,20280,9.75,,1/22/2014,9/2/2015,1/2/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
21909,33,Early Childhood Teacher,TRUE,TRUE,3/15/2013,,40,9,21060,13.5,,1/13/2014,1/13/2014,1/6/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
21919,51,Center/Preschool Director,TRUE,TRUE,11/5/2013,,40,12,18720,9,11/5/2013,1/23/2014,7/9/2014,1/8/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Missoula
21962,33,Early Childhood Teacher,TRUE,TRUE,10/26/2005,,20,12,0,0,,1/31/2014,4/16/2018,1/20/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21966,34,Early Childhood Assistant Teacher,TRUE,FALSE,7/29/2013,,32,12,0,0,,1/31/2014,2/26/2015,1/20/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
21978,33,Early Childhood Teacher,TRUE,TRUE,1/2/2014,,40,12,21840,10.5,,2/6/2014,2/6/2014,1/21/2014,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
22018,41,Program Administrator,TRUE,TRUE,10/1/2013,,40,12,31200,15,,2/12/2014,3/6/2015,2/4/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
22043,34,Early Childhood Assistant Teacher,TRUE,TRUE,9/16/2013,,40,12,18720,9,3/19/2018,3/12/2014,4/16/2018,2/18/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Blaine
22044,34,Early Childhood Assistant Teacher,TRUE,TRUE,6/3/2013,,40,12,21840,10.5,2/15/2018,4/11/2018,4/11/2018,2/18/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Blaine
22061,33,Early Childhood Teacher,TRUE,TRUE,10/1/2013,,40,12,22880,11,10/1/2016,1/7/2015,11/10/2016,2/24/2014,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
22066,34,Early Childhood Assistant Teacher,TRUE,TRUE,8/12/2002,,40,9,0,0,,2/27/2014,2/27/2014,2/27/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
22069,51,Center/Preschool Director,TRUE,TRUE,2/1/1980,,40,12,0,0,,3/25/2015,3/25/2015,2/28/2014,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
22081,41,Program Administrator,TRUE,FALSE,11/4/2013,,7,12,0,0,,10/19/2015,2/12/2016,3/6/2014,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
22085,34,Early Childhood Assistant Teacher,TRUE,FALSE,1/2/2014,,38,12,0,0,,6/19/2014,7/18/2017,3/9/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
22095,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/7/2012,,30,9,13560.3,11.59,2/1/2016,3/27/2014,6/27/2017,3/10/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
22108,33,Early Childhood Teacher,TRUE,TRUE,11/13/2013,,25,12,16250,12.5,9/1/2016,4/3/2014,4/16/2018,3/18/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
22108,33,Early Childhood Teacher,TRUE,TRUE,11/13/2013,,25,12,16250,12.5,9/1/2016,4/3/2014,4/16/2018,3/18/2014,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
